id,card_title,card_type,is_unique,sphere,threat,cost,willpower,attack,defense,hitpoints,traits,keywords,cycle_name,set_name,set_number,quantity_owned,related_card_ids,img_id,card_url,img_url
386,Veteran of Osgiliath,Ally,FALSE,Leadership,,3,1,2,1,2,Gondor. Warrior.,,Angmar Awakened,Escape from Mount Gram,29,3,,10029,https://www.ringsdb.com/card/10029,https://www.ringsdb.com/bundles/cards/10029.png
387,Descendants of Kings,Event,FALSE,Leadership,,1,,,,,,,Angmar Awakened,Escape from Mount Gram,30,3,,10030,https://www.ringsdb.com/card/10030,https://www.ringsdb.com/bundles/cards/10030.png
388,Derndingle Warrior,Ally,FALSE,Tactics,,2,1,1,2,3,Ent. Warrior.,Sentinel.,Angmar Awakened,Escape from Mount Gram,31,3,,10031,https://www.ringsdb.com/card/10031,https://www.ringsdb.com/bundles/cards/10031.png
389,Boomed and Trumpeted,Event,FALSE,Tactics,,1,,,,,Ent.,,Angmar Awakened,Escape from Mount Gram,32,3,,10032,https://www.ringsdb.com/card/10032,https://www.ringsdb.com/bundles/cards/10032.png
390,Elven Jeweler,Ally,FALSE,Spirit,,2,1,1,1,2,Noldor. Craftsman.,,Angmar Awakened,Escape from Mount Gram,33,3,,10033,https://www.ringsdb.com/card/10033,https://www.ringsdb.com/bundles/cards/10033.png
391,Double Back,Player Side Quest,FALSE,Spirit,,0,,,,,,,Angmar Awakened,Escape from Mount Gram,34,3,,10034,https://www.ringsdb.com/card/10034,https://www.ringsdb.com/bundles/cards/10034.png
392,Leave No Trace,Event,FALSE,Lore,,1,,,,,,,Angmar Awakened,Escape from Mount Gram,35,3,,10035,https://www.ringsdb.com/card/10035,https://www.ringsdb.com/bundles/cards/10035.png
393,Distant Stars,Event,FALSE,Lore,,0,,,,,,,Angmar Awakened,Escape from Mount Gram,36,3,,10036,https://www.ringsdb.com/card/10036,https://www.ringsdb.com/bundles/cards/10036.png
394,Keen as Lances,Event,FALSE,Neutral,,5,,,,,,,Angmar Awakened,Escape from Mount Gram,37,3,,10037,https://www.ringsdb.com/card/10037,https://www.ringsdb.com/bundles/cards/10037.png
395,Dori,Hero,TRUE,Tactics,10,,1,2,2,5,Dwarf.,Sentinel.,Angmar Awakened,Across the Ettenmoors,54,1,,10054,https://www.ringsdb.com/card/10054,https://www.ringsdb.com/bundles/cards/10054.png
396,Ranger Provisions,Attachment,FALSE,Leadership,,1,,,,,Item.,,Angmar Awakened,Across the Ettenmoors,55,3,,10055,https://www.ringsdb.com/card/10055,https://www.ringsdb.com/bundles/cards/10055.png
397,Dúnedain Message,Event,FALSE,Leadership,,1,,,,,Signal.,,Angmar Awakened,Across the Ettenmoors,56,3,,10056,https://www.ringsdb.com/card/10056,https://www.ringsdb.com/bundles/cards/10056.png
398,Longbeard Sentry,Ally,FALSE,Tactics,,3,0,1,2,3,Dwarf. Warrior.,Sentinel.,Angmar Awakened,Across the Ettenmoors,57,3,,10057,https://www.ringsdb.com/card/10057,https://www.ringsdb.com/bundles/cards/10057.png
399,Delay the Enemy,Player Side Quest,FALSE,Tactics,,0,,,,,,,Angmar Awakened,Across the Ettenmoors,58,3,,10058,https://www.ringsdb.com/card/10058,https://www.ringsdb.com/bundles/cards/10058.png
400,Steed of Imladris,Attachment,FALSE,Spirit,,1,,,,,Mount.,Restricted.,Angmar Awakened,Across the Ettenmoors,59,3,,10059,https://www.ringsdb.com/card/10059,https://www.ringsdb.com/bundles/cards/10059.png
401,Fair and Perilous,Event,FALSE,Spirit,,1,,,,,,,Angmar Awakened,Across the Ettenmoors,60,3,,10060,https://www.ringsdb.com/card/10060,https://www.ringsdb.com/bundles/cards/10060.png
402,Wellinghall Preserver,Ally,FALSE,Lore,,3,3,2,2,3,Ent.,,Angmar Awakened,Across the Ettenmoors,61,3,,10061,https://www.ringsdb.com/card/10061,https://www.ringsdb.com/bundles/cards/10061.png
403,None Return,Event,FALSE,Lore,,1,,,,,,,Angmar Awakened,Across the Ettenmoors,62,3,,10062,https://www.ringsdb.com/card/10062,https://www.ringsdb.com/bundles/cards/10062.png
404,Hope Rekindled,Event,FALSE,Neutral,,0,,,,,Song.,Valour.,Angmar Awakened,Across the Ettenmoors,63,3,,10063,https://www.ringsdb.com/card/10063,https://www.ringsdb.com/bundles/cards/10063.png
405,Erestor,Hero,TRUE,Lore,10,,2,2,2,4,Noldor.,,Angmar Awakened,The Treachery of Rhudaur,84,1,,10084,https://www.ringsdb.com/card/10084,https://www.ringsdb.com/bundles/cards/10084.png
406,Reinforcements,Event,FALSE,Leadership,,3,,,,,,,Angmar Awakened,The Treachery of Rhudaur,85,3,,10085,https://www.ringsdb.com/card/10085,https://www.ringsdb.com/bundles/cards/10085.png
407,Send for Aid,Player Side Quest,FALSE,Leadership,,1,,,,,,,Angmar Awakened,The Treachery of Rhudaur,86,3,,10086,https://www.ringsdb.com/card/10086,https://www.ringsdb.com/bundles/cards/10086.png
408,Elven Spear,Attachment,FALSE,Tactics,,0,,,,,Item. Weapon.,Restricted.,Angmar Awakened,The Treachery of Rhudaur,87,3,,10087,https://www.ringsdb.com/card/10087,https://www.ringsdb.com/bundles/cards/10087.png
409,Horn's Cry,Event,FALSE,Tactics,,2,,,,,,Valour.,Angmar Awakened,The Treachery of Rhudaur,88,3,,10088,https://www.ringsdb.com/card/10088,https://www.ringsdb.com/bundles/cards/10088.png
410,Galadhrim Weaver,Ally,FALSE,Spirit,,1,1,0,0,1,Silvan. Craftsman.,,Angmar Awakened,The Treachery of Rhudaur,89,3,,10089,https://www.ringsdb.com/card/10089,https://www.ringsdb.com/bundles/cards/10089.png
411,Silver Harp,Attachment,FALSE,Spirit,,2,,,,,Item. Instrument.,Restricted.,Angmar Awakened,The Treachery of Rhudaur,90,3,,10090,https://www.ringsdb.com/card/10090,https://www.ringsdb.com/bundles/cards/10090.png
412,Galdor of the Havens,Ally,TRUE,Lore,,4,2,2,1,4,Noldor.,,Angmar Awakened,The Treachery of Rhudaur,91,3,,10091,https://www.ringsdb.com/card/10091,https://www.ringsdb.com/bundles/cards/10091.png
413,The Door is Closed!,Event,FALSE,Lore,,1,,,,,,,Angmar Awakened,The Treachery of Rhudaur,92,3,,10092,https://www.ringsdb.com/card/10092,https://www.ringsdb.com/bundles/cards/10092.png
414,Elf-friend,Attachment,FALSE,Neutral,,1,,,,,Title.,,Angmar Awakened,The Treachery of Rhudaur,93,3,,10093,https://www.ringsdb.com/card/10093,https://www.ringsdb.com/bundles/cards/10093.png
415,Amarthiúl,Hero,TRUE,Leadership,10,,1,3,3,3,Dúnedain. Ranger. Warrior.,,Angmar Awakened,The Battle of Carn Dûm,115,1,,10115,https://www.ringsdb.com/card/10115,https://www.ringsdb.com/bundles/cards/10115.png
416,Guardian of Arnor,Ally,FALSE,Leadership,,3,1,1,1,3,Dúnedain. Ranger.,Sentinel.,Angmar Awakened,The Battle of Carn Dûm,116,3,,10116,https://www.ringsdb.com/card/10116,https://www.ringsdb.com/bundles/cards/10116.png
417,Doom Hangs Still,Event,FALSE,Leadership,,5,,,,,,Valour.,Angmar Awakened,The Battle of Carn Dûm,117,3,,10117,https://www.ringsdb.com/card/10117,https://www.ringsdb.com/bundles/cards/10117.png
418,Beechbone,Ally,TRUE,Tactics,,3,2,2,1,4,Ent.,,Angmar Awakened,The Battle of Carn Dûm,118,3,,10118,https://www.ringsdb.com/card/10118,https://www.ringsdb.com/bundles/cards/10118.png
419,Hold Your Ground!,Event,FALSE,Tactics,,1,,,,,,Sentinel. Valour.,Angmar Awakened,The Battle of Carn Dûm,119,3,,10119,https://www.ringsdb.com/card/10119,https://www.ringsdb.com/bundles/cards/10119.png
420,Lindir,Ally,TRUE,Spirit,,3,2,1,2,2,Noldor.,,Angmar Awakened,The Battle of Carn Dûm,120,3,,10120,https://www.ringsdb.com/card/10120,https://www.ringsdb.com/bundles/cards/10120.png
421,Lords of the Eldar,Event,FALSE,Spirit,,3,,,,,,,Angmar Awakened,The Battle of Carn Dûm,121,3,,10121,https://www.ringsdb.com/card/10121,https://www.ringsdb.com/bundles/cards/10121.png
422,The Long Defeat,Attachment,FALSE,Lore,,1,,,,,Condition.,,Angmar Awakened,The Battle of Carn Dûm,122,3,,10122,https://www.ringsdb.com/card/10122,https://www.ringsdb.com/bundles/cards/10122.png
423,Quick Ears,Event,FALSE,Lore,,1,,,,,,,Angmar Awakened,The Battle of Carn Dûm,123,3,,10123,https://www.ringsdb.com/card/10123,https://www.ringsdb.com/bundles/cards/10123.png
424,Favor of the Valar,Attachment,FALSE,Neutral,,3,,,,,Condition.,,Angmar Awakened,The Battle of Carn Dûm,124,3,,10124,https://www.ringsdb.com/card/10124,https://www.ringsdb.com/bundles/cards/10124.png
425,Arwen Undómiel,Hero,TRUE,Spirit,9,,3,1,2,3,Noldor. Noble.,,Angmar Awakened,The Dread Realm,140,1,,10140,https://www.ringsdb.com/card/10140,https://www.ringsdb.com/bundles/cards/10140.png
426,Éothain,Ally,TRUE,Leadership,,4,2,2,1,3,Rohan. Warrior.,,Angmar Awakened,The Dread Realm,141,3,,10141,https://www.ringsdb.com/card/10141,https://www.ringsdb.com/bundles/cards/10141.png
427,Sword of Númenor,Attachment,FALSE,Leadership,,1,,,,,Item. Weapon.,Restricted.,Angmar Awakened,The Dread Realm,142,3,,10142,https://www.ringsdb.com/card/10142,https://www.ringsdb.com/bundles/cards/10142.png
428,Fornost Bowman,Ally,FALSE,Tactics,,3,1,1,1,3,Dúnedain. Ranger.,Ranged.,Angmar Awakened,The Dread Realm,143,3,,10143,https://www.ringsdb.com/card/10143,https://www.ringsdb.com/bundles/cards/10143.png
429,Hour of Wrath,Event,FALSE,Tactics,,4,,,,,,Valour.,Angmar Awakened,The Dread Realm,144,3,,10144,https://www.ringsdb.com/card/10144,https://www.ringsdb.com/bundles/cards/10144.png
430,Elven-light,Event,FALSE,Spirit,,1,,,,,,,Angmar Awakened,The Dread Realm,145,3,,10145,https://www.ringsdb.com/card/10145,https://www.ringsdb.com/bundles/cards/10145.png
431,Tale of Tinúviel,Event,FALSE,Spirit,,1,,,,,Song.,,Angmar Awakened,The Dread Realm,146,3,,10146,https://www.ringsdb.com/card/10146,https://www.ringsdb.com/bundles/cards/10146.png
432,Galadhrim Healer,Ally,FALSE,Lore,,2,1,0,1,1,Silvan. Healer.,,Angmar Awakened,The Dread Realm,147,3,,10147,https://www.ringsdb.com/card/10147,https://www.ringsdb.com/bundles/cards/10147.png
433,Weather-stained Cloak,Attachment,FALSE,Lore,,0,,,,,Item.,,Angmar Awakened,The Dread Realm,148,3,,10148,https://www.ringsdb.com/card/10148,https://www.ringsdb.com/bundles/cards/10148.png
434,Sword-thain,Attachment,TRUE,Neutral,,4,,,,,Title.,,Angmar Awakened,The Dread Realm,149,3,,10149,https://www.ringsdb.com/card/10149,https://www.ringsdb.com/bundles/cards/10149.png
435,Círdan the Shipwright,Hero,TRUE,Spirit,12,,4,2,2,4,Noldor. Noble.,,The Grey Havens,The Grey Havens,1,1,,11001,https://www.ringsdb.com/card/11001,https://www.ringsdb.com/bundles/cards/11001.png
436,Galdor of the Havens,Hero,TRUE,Lore,9,,2,2,1,4,Noldor.,,The Grey Havens,The Grey Havens,2,1,,11002,https://www.ringsdb.com/card/11002,https://www.ringsdb.com/bundles/cards/11002.png
437,Mithlond Sea-watcher,Ally,FALSE,Tactics,,2,1,1,0,2,Noldor. Warrior.,Ranged.,The Grey Havens,The Grey Havens,3,3,,11003,https://www.ringsdb.com/card/11003,https://www.ringsdb.com/bundles/cards/11003.png
438,Skyward Volley,Event,FALSE,Tactics,,2,,,,,,Ranged.,The Grey Havens,The Grey Havens,4,3,,11004,https://www.ringsdb.com/card/11004,https://www.ringsdb.com/bundles/cards/11004.png
439,Grappling Hook,Attachment,FALSE,Tactics,,1,,,,,Item.,,The Grey Havens,The Grey Havens,5,3,,11005,https://www.ringsdb.com/card/11005,https://www.ringsdb.com/bundles/cards/11005.png
440,Warden of the Havens,Ally,FALSE,Leadership,,2,0,1,1,3,Noldor. Warrior.,Sentinel.,The Grey Havens,The Grey Havens,6,3,,11006,https://www.ringsdb.com/card/11006,https://www.ringsdb.com/bundles/cards/11006.png
441,Anchor Watch,Event,FALSE,Leadership,,2,,,,,,,The Grey Havens,The Grey Havens,7,3,,11007,https://www.ringsdb.com/card/11007,https://www.ringsdb.com/bundles/cards/11007.png
442,Mariner's Compass,Attachment,FALSE,Leadership,,1,,,,,Item.,,The Grey Havens,The Grey Havens,8,3,,11008,https://www.ringsdb.com/card/11008,https://www.ringsdb.com/bundles/cards/11008.png
443,Lindon Navigator,Ally,FALSE,Lore,,2,2,1,1,2,Noldor. Scout.,,The Grey Havens,The Grey Havens,9,3,,11009,https://www.ringsdb.com/card/11009,https://www.ringsdb.com/bundles/cards/11009.png
444,The Evening Star,Event,FALSE,Lore,,2,,,,,,,The Grey Havens,The Grey Havens,10,3,,11010,https://www.ringsdb.com/card/11010,https://www.ringsdb.com/bundles/cards/11010.png
445,Explorer's Almanac,Attachment,FALSE,Lore,,0,,,,,Item.,,The Grey Havens,The Grey Havens,11,3,,11011,https://www.ringsdb.com/card/11011,https://www.ringsdb.com/bundles/cards/11011.png
446,Sailor of Lune,Ally,FALSE,Spirit,,2,1,1,0,2,Noldor. Scout.,,The Grey Havens,The Grey Havens,12,3,,11012,https://www.ringsdb.com/card/11012,https://www.ringsdb.com/bundles/cards/11012.png
447,Elwing's Flight,Event,FALSE,Spirit,,2,,,,,,,The Grey Havens,The Grey Havens,13,3,,11013,https://www.ringsdb.com/card/11013,https://www.ringsdb.com/bundles/cards/11013.png
448,"To the Sea, to the Sea!",Attachment,TRUE,Spirit,,1,,,,,Song.,,The Grey Havens,The Grey Havens,14,3,,11014,https://www.ringsdb.com/card/11014,https://www.ringsdb.com/bundles/cards/11014.png
449,Narya,Attachment,TRUE,Neutral,,2,,,,,Ring. Artifact.,,The Grey Havens,The Grey Havens,15,3,,11015,https://www.ringsdb.com/card/11015,https://www.ringsdb.com/bundles/cards/11015.png
450,Denethor,Hero,TRUE,Leadership,8,,1,1,3,3,Gondor. Noble. Steward.,,Dream-chaser,Flight of the Stormcaller,1,1,,12001,https://www.ringsdb.com/card/12001,https://www.ringsdb.com/bundles/cards/12001.png
451,Rod of the Steward,Attachment,TRUE,Leadership,,0,,,,,Item.,,Dream-chaser,Flight of the Stormcaller,2,3,,12002,https://www.ringsdb.com/card/12002,https://www.ringsdb.com/bundles/cards/12002.png
452,In Service of the Steward,Attachment,FALSE,Leadership,,1,,,,,Title.,,Dream-chaser,Flight of the Stormcaller,3,3,,12003,https://www.ringsdb.com/card/12003,https://www.ringsdb.com/bundles/cards/12003.png
453,Azain Silverbeard,Ally,TRUE,Tactics,,3,0,3,2,2,Dwarf. Warrior.,,Dream-chaser,Flight of the Stormcaller,4,3,,12004,https://www.ringsdb.com/card/12004,https://www.ringsdb.com/bundles/cards/12004.png
454,Last Stand,Event,FALSE,Tactics,,0,,,,,,,Dream-chaser,Flight of the Stormcaller,5,3,,12005,https://www.ringsdb.com/card/12005,https://www.ringsdb.com/bundles/cards/12005.png
455,Glorfindel,Ally,TRUE,Spirit,,5,3,3,1,4,Noldor. Noble. Warrior.,,Dream-chaser,Flight of the Stormcaller,6,3,,12006,https://www.ringsdb.com/card/12006,https://www.ringsdb.com/bundles/cards/12006.png
456,Tides of Fate,Event,FALSE,Spirit,,0,,,,,,,Dream-chaser,Flight of the Stormcaller,7,3,,12007,https://www.ringsdb.com/card/12007,https://www.ringsdb.com/bundles/cards/12007.png
457,Imladris Caregiver,Ally,FALSE,Lore,,2,1,0,1,2,Noldor. Healer.,,Dream-chaser,Flight of the Stormcaller,8,3,,12008,https://www.ringsdb.com/card/12008,https://www.ringsdb.com/bundles/cards/12008.png
458,Heed the Dream,Event,FALSE,Lore,,1,,,,,,,Dream-chaser,Flight of the Stormcaller,9,3,,12009,https://www.ringsdb.com/card/12009,https://www.ringsdb.com/bundles/cards/12009.png
459,Guardian of Rivendell,Ally,FALSE,Neutral,,3,1,2,3,3,Noldor. Warrior.,,Dream-chaser,Flight of the Stormcaller,10,3,,12010,https://www.ringsdb.com/card/12010,https://www.ringsdb.com/bundles/cards/12010.png
460,Vanish from Sight,Event,FALSE,Neutral,,0,,,,,,,Dream-chaser,Flight of the Stormcaller,11,3,,12011,https://www.ringsdb.com/card/12011,https://www.ringsdb.com/bundles/cards/12011.png
461,Lanwyn,Hero,TRUE,Spirit,9,,2,3,1,3,Dale. Scout.,Ranged.,Dream-chaser,The Thing in the Depths,30,1,,12030,https://www.ringsdb.com/card/12030,https://www.ringsdb.com/bundles/cards/12030.png
462,Eldahir,Ally,TRUE,Leadership,,4,1,2,2,3,Dúnedain. Noble.,Sentinel.,Dream-chaser,The Thing in the Depths,31,3,,12031,https://www.ringsdb.com/card/12031,https://www.ringsdb.com/bundles/cards/12031.png
463,Captain's Wisdom,Event,FALSE,Leadership,,0,,,,,,,Dream-chaser,The Thing in the Depths,32,3,,12032,https://www.ringsdb.com/card/12032,https://www.ringsdb.com/bundles/cards/12032.png
464,Master Ironsmith,Ally,FALSE,Tactics,,3,1,1,1,2,Gondor. Craftsman.,,Dream-chaser,The Thing in the Depths,33,3,,12033,https://www.ringsdb.com/card/12033,https://www.ringsdb.com/bundles/cards/12033.png
465,Raiment of War,Attachment,FALSE,Tactics,,2,,,,,Item. Armor. Weapon.,Restricted.,Dream-chaser,The Thing in the Depths,34,3,,12034,https://www.ringsdb.com/card/12034,https://www.ringsdb.com/bundles/cards/12034.png
466,Sam Gamgee,Ally,TRUE,Spirit,,3,2,1,1,2,Hobbit.,,Dream-chaser,The Thing in the Depths,35,3,,12035,https://www.ringsdb.com/card/12035,https://www.ringsdb.com/bundles/cards/12035.png
467,Elevenses,Event,FALSE,Spirit,,1,,,,,,,Dream-chaser,The Thing in the Depths,36,3,,12036,https://www.ringsdb.com/card/12036,https://www.ringsdb.com/bundles/cards/12036.png
468,Mirkwood Explorer,Ally,FALSE,Lore,,3,2,1,0,2,Woodman. Scout.,,Dream-chaser,The Thing in the Depths,37,3,,12037,https://www.ringsdb.com/card/12037,https://www.ringsdb.com/bundles/cards/12037.png
469,Guarded Ceaselessly,Attachment,FALSE,Lore,,0,,,,,Condition.,,Dream-chaser,The Thing in the Depths,38,3,,12038,https://www.ringsdb.com/card/12038,https://www.ringsdb.com/bundles/cards/12038.png
470,Elfhelm,Hero,TRUE,Leadership,10,,2,2,2,4,Rohan. Scout. Warrior.,,Dream-chaser,Temple of the Deceived,57,1,,12057,https://www.ringsdb.com/card/12057,https://www.ringsdb.com/bundles/cards/12057.png
471,Ceorl,Ally,TRUE,Leadership,,2,1,2,0,2,Rohan. Scout.,,Dream-chaser,Temple of the Deceived,58,3,,12058,https://www.ringsdb.com/card/12058,https://www.ringsdb.com/bundles/cards/12058.png
472,Armored Destrier,Attachment,FALSE,Leadership,,2,,,,,Mount.,Restricted. Sentinel.,Dream-chaser,Temple of the Deceived,59,3,,12059,https://www.ringsdb.com/card/12059,https://www.ringsdb.com/bundles/cards/12059.png
473,Déorwine,Ally,TRUE,Tactics,,4,0,1,3,3,Rohan. Warrior.,Sentinel.,Dream-chaser,Temple of the Deceived,60,3,,12060,https://www.ringsdb.com/card/12060,https://www.ringsdb.com/bundles/cards/12060.png
474,Revealed in Wrath,Event,FALSE,Tactics,,1,,,,,,,Dream-chaser,Temple of the Deceived,61,3,,12061,https://www.ringsdb.com/card/12061,https://www.ringsdb.com/bundles/cards/12061.png
475,Rhovanion Outrider,Ally,FALSE,Spirit,,3,1,2,1,2,Dale. Scout.,,Dream-chaser,Temple of the Deceived,62,3,,12062,https://www.ringsdb.com/card/12062,https://www.ringsdb.com/bundles/cards/12062.png
476,Scouting Party,Event,FALSE,Spirit,,2,,,,,,,Dream-chaser,Temple of the Deceived,63,3,,12063,https://www.ringsdb.com/card/12063,https://www.ringsdb.com/bundles/cards/12063.png
477,Entangling Nets,Attachment,FALSE,Lore,,1,,,,,Trap.,,Dream-chaser,Temple of the Deceived,64,3,,12064,https://www.ringsdb.com/card/12064,https://www.ringsdb.com/bundles/cards/12064.png
478,Arrows from the Trees,Event,FALSE,Lore,,1,,,,,,,Dream-chaser,Temple of the Deceived,65,3,,12065,https://www.ringsdb.com/card/12065,https://www.ringsdb.com/bundles/cards/12065.png
479,Ered Luin Miner,Ally,FALSE,Neutral,,3,1,1,1,2,Dwarf.,,Dream-chaser,Temple of the Deceived,66,3,,12066,https://www.ringsdb.com/card/12066,https://www.ringsdb.com/bundles/cards/12066.png
480,Argalad,Hero,TRUE,Lore,9,,2,2,1,4,Silvan. Scout.,Ranged.,Dream-chaser,The Drowned Ruins,82,1,,12082,https://www.ringsdb.com/card/12082,https://www.ringsdb.com/bundles/cards/12082.png
481,Dwarven Sellsword,Ally,FALSE,Leadership,,1,2,2,2,3,Dwarf. Warrior.,,Dream-chaser,The Drowned Ruins,83,3,,12083,https://www.ringsdb.com/card/12083,https://www.ringsdb.com/bundles/cards/12083.png
482,Dúnedain Remedy,Attachment,FALSE,Leadership,,0,,,,,Signal.,,Dream-chaser,The Drowned Ruins,84,3,,12084,https://www.ringsdb.com/card/12084,https://www.ringsdb.com/bundles/cards/12084.png
483,Marksman of Lórien,Ally,FALSE,Tactics,,3,0,3,0,2,Silvan. Warrior.,Ranged.,Dream-chaser,The Drowned Ruins,85,3,,12085,https://www.ringsdb.com/card/12085,https://www.ringsdb.com/bundles/cards/12085.png
484,Battle-fury,Event,FALSE,Tactics,,1,,,,,,,Dream-chaser,The Drowned Ruins,86,3,,12086,https://www.ringsdb.com/card/12086,https://www.ringsdb.com/bundles/cards/12086.png
485,Woodland Courier,Ally,FALSE,Spirit,,2,1,1,0,1,Silvan. Scout.,,Dream-chaser,The Drowned Ruins,87,3,,12087,https://www.ringsdb.com/card/12087,https://www.ringsdb.com/bundles/cards/12087.png
486,Hithlain,Attachment,FALSE,Spirit,,1,,,,,Item.,,Dream-chaser,The Drowned Ruins,88,3,,12088,https://www.ringsdb.com/card/12088,https://www.ringsdb.com/bundles/cards/12088.png
487,Robin Smallburrow,Ally,TRUE,Lore,,2,2,0,1,2,Hobbit. Shirriff.,,Dream-chaser,The Drowned Ruins,89,3,,12089,https://www.ringsdb.com/card/12089,https://www.ringsdb.com/bundles/cards/12089.png
488,Interrogation,Event,FALSE,Lore,,1,,,,,,,Dream-chaser,The Drowned Ruins,90,3,,12090,https://www.ringsdb.com/card/12090,https://www.ringsdb.com/bundles/cards/12090.png
489,Strider,Attachment,TRUE,Neutral,,1,,,,,Title.,,Dream-chaser,The Drowned Ruins,91,3,,12091,https://www.ringsdb.com/card/12091,https://www.ringsdb.com/bundles/cards/12091.png
490,Na'asiyah,Hero,TRUE,Tactics,8,,1,2,2,4,Corsair. Warrior.,,Dream-chaser,A Storm on Cobas Haven,109,1,,12109,https://www.ringsdb.com/card/12109,https://www.ringsdb.com/bundles/cards/12109.png
491,Rune-master,Attachment,TRUE,Leadership,,1,,,,,Title.,,Dream-chaser,A Storm on Cobas Haven,110,3,,12110,https://www.ringsdb.com/card/12110,https://www.ringsdb.com/bundles/cards/12110.png
492,Terrible to Behold,Event,FALSE,Leadership,,1,,,,,,,Dream-chaser,A Storm on Cobas Haven,111,3,,12111,https://www.ringsdb.com/card/12111,https://www.ringsdb.com/bundles/cards/12111.png
493,Veteran Sword-elf,Ally,FALSE,Tactics,,3,1,1,1,3,Noldor. Warrior.,,Dream-chaser,A Storm on Cobas Haven,112,3,,12112,https://www.ringsdb.com/card/12112,https://www.ringsdb.com/bundles/cards/12112.png
494,Vigilant Guard,Attachment,FALSE,Tactics,,3,,,,,Skill.,,Dream-chaser,A Storm on Cobas Haven,113,3,,12113,https://www.ringsdb.com/card/12113,https://www.ringsdb.com/bundles/cards/12113.png
495,Knife-work,Event,FALSE,Tactics,,1,,,,,,,Dream-chaser,A Storm on Cobas Haven,114,3,,12114,https://www.ringsdb.com/card/12114,https://www.ringsdb.com/bundles/cards/12114.png
496,Linhir Sea-captain,Ally,FALSE,Spirit,,3,2,0,1,2,Gondor.,,Dream-chaser,A Storm on Cobas Haven,115,3,,12115,https://www.ringsdb.com/card/12115,https://www.ringsdb.com/bundles/cards/12115.png
497,Windfola,Attachment,TRUE,Spirit,,1,,,,,Mount.,Restricted.,Dream-chaser,A Storm on Cobas Haven,116,3,,12116,https://www.ringsdb.com/card/12116,https://www.ringsdb.com/bundles/cards/12116.png
498,Ioreth,Ally,TRUE,Lore,,0,0,0,0,1,Gondor. Healer.,,Dream-chaser,A Storm on Cobas Haven,117,3,,12117,https://www.ringsdb.com/card/12117,https://www.ringsdb.com/bundles/cards/12117.png
499,The Houses of Healing,Event,FALSE,Lore,,5,,,,,,,Dream-chaser,A Storm on Cobas Haven,118,3,,12118,https://www.ringsdb.com/card/12118,https://www.ringsdb.com/bundles/cards/12118.png
500,Justice Shall Be Done,Event,FALSE,Neutral,,0,,,,,,,Dream-chaser,A Storm on Cobas Haven,119,3,,12119,https://www.ringsdb.com/card/12119,https://www.ringsdb.com/bundles/cards/12119.png
501,Prince Imrahil,Hero,TRUE,Tactics,11,,2,3,2,4,Gondor. Noble. Warrior.,,Dream-chaser,The City of Corsairs,138,1,,12138,https://www.ringsdb.com/card/12138,https://www.ringsdb.com/bundles/cards/12138.png
502,Knight of the White Tower,Ally,FALSE,Leadership,,4,2,2,3,3,Gondor. Warrior.,,Dream-chaser,The City of Corsairs,139,3,,12139,https://www.ringsdb.com/card/12139,https://www.ringsdb.com/bundles/cards/12139.png
503,Hold the Line,Event,FALSE,Leadership,,0,,,,,,,Dream-chaser,The City of Corsairs,140,3,,12140,https://www.ringsdb.com/card/12140,https://www.ringsdb.com/bundles/cards/12140.png
504,Soldier of Dol Amroth,Ally,FALSE,Tactics,,2,0,1,1,2,Gondor. Warrior.,,Dream-chaser,The City of Corsairs,141,3,,12141,https://www.ringsdb.com/card/12141,https://www.ringsdb.com/bundles/cards/12141.png
505,Súlien,Ally,TRUE,Spirit,,4,3,0,2,2,Dúnedain. Scout.,,Dream-chaser,The City of Corsairs,142,3,,12142,https://www.ringsdb.com/card/12142,https://www.ringsdb.com/bundles/cards/12142.png
506,Inspiring Presence,Event,FALSE,Spirit,,2,,,,,,,Dream-chaser,The City of Corsairs,143,3,,12143,https://www.ringsdb.com/card/12143,https://www.ringsdb.com/bundles/cards/12143.png
507,Guardian of Ithilien,Ally,FALSE,Lore,,1,0,1,0,1,Gondor. Ranger.,,Dream-chaser,The City of Corsairs,144,3,,12144,https://www.ringsdb.com/card/12144,https://www.ringsdb.com/bundles/cards/12144.png
508,Ranger Spear,Attachment,FALSE,Lore,,1,,,,,Item. Weapon.,Restricted.,Dream-chaser,The City of Corsairs,145,3,,12145,https://www.ringsdb.com/card/12145,https://www.ringsdb.com/bundles/cards/12145.png
509,Prince of Dol Amroth,Attachment,TRUE,Neutral,,3,,,,,Title.,,Dream-chaser,The City of Corsairs,146,3,,12146,https://www.ringsdb.com/card/12146,https://www.ringsdb.com/bundles/cards/12146.png
510,Gimli,Hero,TRUE,Leadership,11,,2,2,2,5,Dwarf. Noble. Warrior.,Sentinel.,The Sands of Harad,The Sands of Harad,1,1,,16001,https://www.ringsdb.com/card/16001,https://www.ringsdb.com/bundles/cards/16001.png
511,Legolas,Hero,TRUE,Spirit,9,,1,3,1,4,Silvan. Noble. Scout.,Ranged.,The Sands of Harad,The Sands of Harad,2,1,,16002,https://www.ringsdb.com/card/16002,https://www.ringsdb.com/bundles/cards/16002.png
512,Greenwood Archer,Ally,FALSE,Leadership,,2,0,2,0,1,Silvan.,Ranged.,The Sands of Harad,The Sands of Harad,3,3,,16003,https://www.ringsdb.com/card/16003,https://www.ringsdb.com/bundles/cards/16003.png
